Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
2856,33,3,3.46,2,Smart TV,Drama,Europe,On-Time,Basic,No,0,65,7597,Yes,2
2857,23,7,1.79,10,Mobile,Sci-fi,Oceania,Delayed,Standard,Yes,3,51,3646,No,1
2858,35,8,5.73,8,Mobile,Romance,Europe,On-Time,Basic,No,7,47,8663,Yes,4
2859,51,8,2.42,10,Tablet,Romance,South America,On-Time,Premium,No,6,50,5628,Yes,3
2860,53,3,5.31,5,Smart TV,Sci-fi,Africa,On-Time,Premium,No,6,61,5358,Yes,2
2861,19,1,3.68,6,Smart TV,Sci-fi,Africa,On-Time,Premium,No,3,40,8344,Yes,3
2862,11,9,3.08,10,Tablet,Sci-fi,Europe,On-Time,Basic,No,3,58,7875,Yes,2
2863,39,7,2.49,8,Laptop,Comedy,Europe,On-Time,Premium,No,9,40,5188,No,1
2864,38,10,4.45,7,Tablet,Action,Oceania,On-Time,Basic,No,10,40,1621,No,4
2865,41,2,4.08,6,Mobile,Comedy,Oceania,On-Time,Basic,No,7,39,8851,Yes,2
2866,8,3,1.53,1,Mobile,Sci-fi,Oceania,On-Time,Premium,No,8,51,3887,Yes,5
2867,43,9,1.16,8,Tablet,Action,North America,On-Time,Standard,No,1,51,3874,Yes,3
2868,46,6,4.94,1,Mobile,Action,North America,Delayed,Basic,No,6,62,2623,No,1
2869,29,3,3.59,4,Laptop,Sci-fi,North America,On-Time,Premium,No,1,58,2920,Yes,4
2870,47,2,4.39,5,Tablet,Sci-fi,Europe,On-Time,Basic,No,1,48,4220,No,4
2871,43,10,3.44,7,Mobile,Drama,Asia,On-Time,Standard,No,0,67,9943,No,4
2872,59,8,4.49,9,Tablet,Action,Asia,On-Time,Premium,No,9,42,3264,Yes,5
2873,60,7,1.46,8,Mobile,Comedy,North America,On-Time,Standard,No,0,25,1145,Yes,1
2874,49,10,4.86,7,Tablet,Sci-fi,Europe,On-Time,Standard,No,3,28,2720,No,5
2875,4,10,2.03,8,Mobile,Comedy,North America,Delayed,Standard,Yes,0,55,5379,Yes,2
2876,11,8,5.04,7,Smart TV,Comedy,North America,On-Time,Standard,No,7,42,1300,No,2
2877,3,8,3.9,7,Tablet,Action,North America,On-Time,Standard,No,2,42,1161,Yes,3
2878,27,6,1.64,2,Mobile,Action,Europe,Delayed,Basic,No,8,42,4212,Yes,5
2879,46,10,4.73,10,Laptop,Action,Europe,On-Time,Premium,No,7,31,4178,Yes,2
2880,49,3,4.51,5,Tablet,Comedy,North America,On-Time,Standard,No,3,61,8494,No,5
2881,31,10,1.55,10,Tablet,Comedy,North America,On-Time,Standard,No,9,52,7844,Yes,2
2882,2,4,3.2,2,Tablet,Romance,Europe,On-Time,Standard,No,8,65,8479,Yes,5
2883,19,7,4.58,9,Laptop,Drama,Africa,Delayed,Premium,Yes,6,50,2047,Yes,3
2884,6,8,5.31,8,Mobile,Action,Europe,On-Time,Basic,No,4,32,2668,No,1
2885,28,6,2.24,1,Tablet,Sci-fi,Europe,On-Time,Basic,No,2,22,6663,No,4
2886,1,5,3.69,5,Laptop,Romance,Asia,On-Time,Premium,No,8,33,7931,Yes,3
2887,44,7,2.72,7,Tablet,Sci-fi,Europe,On-Time,Premium,No,7,68,2396,Yes,3
2888,21,9,2.46,7,Tablet,Sci-fi,Asia,Delayed,Basic,Yes,6,36,8295,Yes,4
2889,37,8,1.11,10,Smart TV,Drama,Asia,On-Time,Standard,No,5,70,7541,No,4
2890,15,5,5.4,1,Laptop,Drama,North America,On-Time,Premium,No,0,65,4626,No,5
2891,38,9,1.66,7,Laptop,Drama,Africa,On-Time,Standard,No,3,67,9398,Yes,3
2892,56,5,5.29,3,Smart TV,Romance,Africa,On-Time,Basic,No,6,58,4407,No,1
2893,14,4,1.03,6,Mobile,Drama,Europe,Delayed,Basic,Yes,5,38,8737,No,2
2894,58,10,4.39,8,Mobile,Action,Oceania,On-Time,Premium,No,3,48,2427,Yes,3
2895,44,7,2.53,7,Mobile,Action,Asia,On-Time,Standard,No,6,57,9862,No,5
2896,7,7,3.29,8,Smart TV,Romance,Europe,On-Time,Premium,No,1,44,1942,No,2
2897,11,10,1.16,7,Mobile,Comedy,Africa,Delayed,Standard,Yes,0,21,3591,Yes,4
2898,6,8,4.44,10,Tablet,Action,Africa,On-Time,Premium,No,8,65,1981,No,4
2899,16,7,5.95,7,Smart TV,Sci-fi,Africa,On-Time,Premium,No,6,47,1861,Yes,2
2900,10,7,1.76,7,Laptop,Action,South America,On-Time,Standard,No,6,39,2767,No,4
2901,54,4,4.94,5,Smart TV,Romance,Asia,On-Time,Basic,No,9,67,6785,No,1
2902,34,8,5.11,9,Smart TV,Drama,North America,Delayed,Standard,No,8,63,2025,No,4
2903,28,2,4.62,2,Smart TV,Action,South America,On-Time,Basic,No,9,18,9328,Yes,5
2904,36,9,5.25,7,Mobile,Sci-fi,North America,On-Time,Basic,No,6,32,7245,Yes,1
2905,36,10,5.39,9,Tablet,Romance,South America,Delayed,Standard,No,0,48,4311,No,3
2906,32,8,1.6,9,Smart TV,Sci-fi,Oceania,On-Time,Standard,No,9,46,1887,Yes,1
2907,24,8,1.84,7,Tablet,Drama,Oceania,On-Time,Basic,No,3,27,9501,Yes,1
2908,23,8,1.5,10,Mobile,Romance,Africa,Delayed,Basic,Yes,6,54,3680,No,1
2909,46,7,4.97,8,Tablet,Drama,Europe,On-Time,Premium,No,0,21,9941,No,5
2910,56,8,2.34,10,Smart TV,Action,Asia,Delayed,Basic,No,5,47,5986,No,4
2911,46,9,5.24,8,Tablet,Romance,Europe,On-Time,Basic,No,1,60,1691,No,1
2912,54,7,2.33,7,Mobile,Action,Asia,On-Time,Standard,No,3,62,3899,Yes,5
2913,2,6,1.65,4,Mobile,Comedy,Europe,Delayed,Premium,Yes,0,57,4668,No,2
2914,1,6,3.79,2,Mobile,Action,Europe,Delayed,Basic,Yes,0,30,9774,No,2
2915,58,5,5.96,6,Tablet,Action,South America,On-Time,Basic,No,7,34,1916,Yes,2
2916,58,4,2.62,1,Smart TV,Comedy,Europe,On-Time,Standard,No,4,33,3741,Yes,4
2917,42,6,2.22,3,Laptop,Action,Oceania,On-Time,Premium,No,6,64,2232,Yes,4
2918,25,6,3.36,5,Mobile,Sci-fi,Europe,On-Time,Premium,No,8,54,1928,Yes,4
2919,55,7,4.81,7,Laptop,Action,North America,Delayed,Basic,No,1,47,3855,Yes,5
2920,52,1,3.46,4,Tablet,Sci-fi,North America,On-Time,Basic,No,8,40,6923,No,3
2921,26,8,4.05,8,Tablet,Romance,North America,Delayed,Basic,No,6,27,5135,Yes,2
2922,12,8,3.57,8,Mobile,Romance,Africa,On-Time,Basic,No,10,18,7428,Yes,2
2923,60,10,3.47,7,Smart TV,Action,Asia,On-Time,Basic,No,3,20,5633,Yes,2
2924,24,5,5.77,1,Laptop,Comedy,North America,On-Time,Basic,No,4,43,5380,Yes,2
2925,23,7,1.77,9,Laptop,Drama,Europe,On-Time,Standard,No,10,50,2338,Yes,1
2926,9,10,4.21,8,Smart TV,Romance,Oceania,On-Time,Premium,No,5,39,3249,No,2
2927,32,8,4.33,10,Smart TV,Sci-fi,South America,On-Time,Premium,No,9,34,8867,No,1
2928,57,9,5.08,8,Smart TV,Comedy,Oceania,On-Time,Basic,No,10,46,6618,Yes,4
2929,55,9,5.92,10,Mobile,Drama,Oceania,On-Time,Basic,No,7,41,2608,No,3
2930,41,9,5.21,8,Laptop,Drama,North America,On-Time,Standard,No,8,59,6508,Yes,4
2931,21,10,2.07,8,Laptop,Drama,South America,Delayed,Standard,Yes,7,58,6647,Yes,3
2932,37,7,1.06,7,Laptop,Drama,Africa,On-Time,Standard,No,10,52,7887,No,4
2933,14,4,4.8,4,Laptop,Action,Europe,On-Time,Basic,No,8,22,6723,Yes,5
2934,56,7,4.37,7,Tablet,Drama,Africa,On-Time,Premium,No,1,50,1554,Yes,2
2935,11,10,3.49,10,Tablet,Drama,Africa,Delayed,Premium,Yes,1,67,3328,Yes,5
2936,32,9,2.16,9,Smart TV,Comedy,Oceania,On-Time,Standard,No,7,61,4136,No,4
2937,28,9,4.29,9,Tablet,Sci-fi,Africa,On-Time,Basic,No,1,49,1944,No,5
2938,27,7,2.97,10,Smart TV,Drama,Europe,On-Time,Basic,No,10,38,1994,Yes,1
2939,36,9,2,10,Mobile,Comedy,North America,On-Time,Basic,No,0,50,8074,Yes,5
2940,32,10,2.82,7,Laptop,Action,Europe,Delayed,Basic,No,6,32,8706,No,3
2941,10,8,2.22,10,Tablet,Romance,Europe,On-Time,Premium,No,6,32,4170,Yes,2
2942,24,9,1.28,8,Laptop,Drama,Africa,On-Time,Standard,No,2,65,3153,Yes,5
2943,16,9,1.12,10,Laptop,Sci-fi,Europe,On-Time,Standard,No,5,20,4703,Yes,2
2944,28,10,1.92,9,Mobile,Romance,North America,On-Time,Basic,No,2,61,8105,No,1
2945,54,7,1.96,10,Smart TV,Drama,North America,On-Time,Basic,No,2,64,9472,Yes,3
2946,57,5,5.65,1,Mobile,Romance,North America,On-Time,Standard,No,1,48,2508,Yes,4
2947,25,1,2.83,4,Mobile,Romance,Africa,Delayed,Standard,No,5,20,2291,No,1
2948,30,10,2.21,8,Smart TV,Sci-fi,North America,On-Time,Standard,No,0,52,1770,Yes,2
2949,55,7,5.84,8,Smart TV,Sci-fi,Europe,Delayed,Basic,No,8,38,1353,No,4
2950,52,6,1.29,3,Laptop,Sci-fi,Europe,On-Time,Basic,No,5,52,1277,No,4
2951,5,10,3.68,9,Smart TV,Action,Europe,Delayed,Standard,Yes,9,24,4886,Yes,1
2952,10,8,4.05,8,Mobile,Drama,Oceania,On-Time,Basic,No,7,56,5104,Yes,1
2953,54,1,3.29,1,Laptop,Romance,South America,On-Time,Basic,No,8,46,6841,Yes,1
2954,56,7,2.82,10,Tablet,Romance,Africa,On-Time,Basic,No,3,43,3355,Yes,5
2955,28,1,5.6,4,Tablet,Romance,North America,Delayed,Premium,No,3,45,5172,No,3
2956,53,1,2.65,4,Tablet,Sci-fi,South America,Delayed,Basic,No,8,22,2016,Yes,3
2957,28,8,4.06,10,Laptop,Action,North America,On-Time,Basic,No,5,35,3613,No,4
2958,17,10,1.16,9,Mobile,Action,Europe,Delayed,Premium,Yes,5,26,7960,Yes,2
2959,7,8,3.46,10,Smart TV,Comedy,South America,Delayed,Premium,Yes,0,18,3757,Yes,3
2960,47,8,1.9,8,Mobile,Romance,South America,On-Time,Basic,No,1,56,4480,Yes,3
2961,30,7,2.58,9,Smart TV,Drama,Asia,On-Time,Basic,No,1,28,5533,Yes,3
2962,35,8,3.85,8,Tablet,Romance,South America,Delayed,Premium,No,6,48,4677,No,4
2963,50,7,5.09,7,Tablet,Comedy,Oceania,On-Time,Basic,No,9,47,8795,Yes,5
2964,16,8,5.42,7,Mobile,Romance,Europe,Delayed,Premium,Yes,7,67,5178,Yes,5
2965,19,9,2.31,7,Laptop,Action,South America,On-Time,Basic,No,2,55,7746,No,3
2966,49,5,1.71,2,Tablet,Sci-fi,North America,On-Time,Premium,No,2,20,6733,Yes,2
2967,14,9,4.77,8,Laptop,Action,North America,Delayed,Premium,Yes,6,53,3202,Yes,2
2968,33,7,5.87,9,Laptop,Romance,Africa,On-Time,Basic,No,8,38,7605,No,3
2969,21,8,4.76,7,Mobile,Romance,Asia,Delayed,Premium,Yes,10,68,1357,No,2
2970,24,1,5.63,4,Mobile,Drama,South America,On-Time,Standard,No,2,66,4640,Yes,3
2971,14,6,5.23,3,Laptop,Action,Europe,On-Time,Standard,Yes,0,60,7666,No,5
2972,57,10,1.52,10,Tablet,Sci-fi,North America,On-Time,Basic,No,3,68,4490,Yes,5
2973,6,8,2.91,9,Laptop,Romance,Europe,On-Time,Standard,No,2,26,6590,Yes,1
2974,15,9,3.09,7,Smart TV,Comedy,Africa,Delayed,Basic,Yes,1,39,9949,No,5
2975,17,6,3.35,2,Mobile,Comedy,Oceania,On-Time,Standard,Yes,4,40,9194,No,4
2976,18,4,5.91,6,Smart TV,Comedy,Oceania,On-Time,Basic,Yes,4,70,6177,No,1
2977,12,1,5.52,4,Smart TV,Sci-fi,North America,On-Time,Basic,Yes,8,56,9921,No,4
2978,26,9,1.31,8,Laptop,Comedy,South America,On-Time,Basic,No,8,53,5804,Yes,5
2979,50,9,2.96,10,Mobile,Comedy,Oceania,On-Time,Premium,No,8,70,3978,Yes,5
2980,24,1,2.26,1,Smart TV,Action,Oceania,On-Time,Premium,No,0,44,2089,No,3
2981,24,8,3.72,8,Mobile,Romance,South America,On-Time,Basic,No,7,39,4014,Yes,4
2982,32,8,4.24,8,Smart TV,Sci-fi,North America,On-Time,Basic,No,8,45,8739,Yes,1
2983,50,1,4.53,1,Smart TV,Drama,South America,On-Time,Standard,No,9,49,7990,Yes,5
2984,15,10,4.58,8,Mobile,Romance,North America,On-Time,Basic,No,1,30,3323,Yes,1
2985,8,9,3.23,9,Laptop,Romance,Oceania,On-Time,Basic,No,0,31,9751,Yes,1
2986,50,10,5.7,10,Laptop,Sci-fi,Europe,Delayed,Basic,No,9,19,1143,Yes,5
2987,43,6,1.52,3,Mobile,Sci-fi,North America,On-Time,Premium,No,0,52,1899,Yes,3
2988,36,1,2.16,3,Laptop,Sci-fi,North America,On-Time,Standard,No,3,26,9553,No,4
2989,23,7,3.57,7,Tablet,Romance,Asia,On-Time,Basic,No,10,36,4783,Yes,5
2990,2,3,2.94,3,Laptop,Sci-fi,Europe,On-Time,Basic,Yes,1,55,5944,No,2
2991,11,2,1.81,2,Laptop,Comedy,Oceania,Delayed,Basic,Yes,2,63,7162,Yes,3
2992,19,7,4.9,7,Mobile,Romance,Oceania,Delayed,Basic,Yes,7,47,3565,No,1
2993,38,10,3.17,8,Smart TV,Drama,Oceania,On-Time,Basic,No,6,61,1228,Yes,5
2994,2,9,4.24,8,Smart TV,Sci-fi,Asia,On-Time,Basic,No,5,34,5054,No,2
2995,57,9,1.89,7,Mobile,Romance,South America,On-Time,Standard,No,5,67,2735,No,5
2996,43,9,5.35,7,Mobile,Comedy,Africa,On-Time,Basic,No,2,40,7825,No,2
2997,48,6,3.84,6,Smart TV,Romance,North America,Delayed,Standard,No,1,36,2451,Yes,3
2998,21,3,5.43,6,Laptop,Romance,Europe,On-Time,Basic,No,7,61,9062,Yes,3
2999,5,2,1.59,6,Laptop,Sci-fi,North America,On-Time,Standard,No,9,63,2594,Yes,2
3000,34,9,4.26,7,Laptop,Sci-fi,South America,On-Time,Standard,No,0,67,8733,No,3
3001,13,7,4.66,10,Laptop,Romance,Europe,On-Time,Standard,No,8,27,1865,Yes,1
3002,14,9,4.17,7,Smart TV,Romance,Asia,On-Time,Premium,No,0,39,1677,Yes,1
3003,44,6,5.34,4,Smart TV,Drama,Africa,Delayed,Basic,No,7,36,5174,No,4
3004,56,3,2.16,2,Laptop,Romance,North America,On-Time,Premium,No,2,33,5384,Yes,1
3005,26,1,3.01,2,Mobile,Action,Asia,On-Time,Basic,No,0,37,5929,Yes,5
3006,2,10,2.51,9,Mobile,Comedy,North America,On-Time,Standard,No,3,42,2794,Yes,5
3007,9,8,4.41,10,Mobile,Comedy,South America,Delayed,Basic,Yes,3,20,6732,No,2
3008,10,10,1.11,9,Smart TV,Comedy,North America,On-Time,Standard,No,9,21,2727,Yes,1
3009,41,10,1.64,8,Tablet,Romance,North America,On-Time,Basic,No,3,69,6520,Yes,5
3010,19,3,1.71,4,Tablet,Drama,North America,On-Time,Basic,No,7,42,8180,Yes,2
3011,19,9,1.17,8,Laptop,Comedy,Asia,Delayed,Basic,Yes,1,28,4921,No,1
3012,36,10,4.23,9,Laptop,Action,Oceania,On-Time,Standard,No,4,49,8021,No,2
3013,19,9,1.49,7,Tablet,Romance,Europe,Delayed,Basic,Yes,7,61,5585,Yes,3
3014,2,6,4.6,5,Tablet,Drama,South America,On-Time,Basic,No,6,64,6919,Yes,3
3015,26,9,1.37,7,Laptop,Romance,North America,On-Time,Basic,No,5,41,8736,No,1
3016,3,10,5.21,8,Tablet,Action,Africa,On-Time,Basic,No,10,22,2225,No,1
3017,32,9,4.85,8,Smart TV,Action,Africa,On-Time,Premium,No,0,41,6066,No,1
3018,16,9,2.15,9,Laptop,Drama,North America,On-Time,Basic,No,3,63,5083,No,1
3019,37,9,4.64,9,Laptop,Sci-fi,Asia,Delayed,Basic,No,9,67,4496,Yes,4
3020,39,4,4.24,5,Tablet,Action,Europe,On-Time,Basic,No,7,41,8133,Yes,3
3021,28,9,1.67,8,Tablet,Action,Oceania,Delayed,Basic,No,3,60,4585,Yes,2
3022,19,9,5.69,7,Tablet,Sci-fi,North America,On-Time,Basic,No,5,68,4799,No,5
3023,49,7,1.61,10,Smart TV,Sci-fi,Africa,On-Time,Basic,No,7,34,2404,Yes,4
3024,31,8,3.37,7,Mobile,Action,Europe,On-Time,Basic,No,3,31,5878,Yes,3
3025,42,7,3.49,9,Mobile,Action,Asia,On-Time,Standard,No,5,52,7472,No,3
3026,55,2,3.19,6,Smart TV,Romance,South America,Delayed,Premium,No,9,40,3738,Yes,3
3027,34,8,4.16,7,Mobile,Drama,Europe,On-Time,Basic,No,2,65,7374,No,1
3028,29,8,4.12,8,Tablet,Drama,Europe,On-Time,Standard,No,2,56,7078,Yes,5
3029,19,10,5.11,9,Tablet,Romance,North America,On-Time,Standard,No,2,35,9127,Yes,2
3030,48,10,2.44,8,Tablet,Action,Oceania,On-Time,Standard,No,1,52,1865,No,5
3031,56,2,3.64,5,Laptop,Comedy,South America,Delayed,Basic,No,3,62,7868,No,5
3032,22,10,2.68,7,Smart TV,Sci-fi,North America,On-Time,Basic,No,8,69,5166,Yes,4
3033,14,7,5.04,10,Laptop,Drama,Asia,On-Time,Premium,No,3,34,4172,Yes,3
3034,52,9,5.22,7,Mobile,Sci-fi,Africa,On-Time,Basic,No,9,38,1493,Yes,4
3035,30,5,3.63,6,Mobile,Romance,Africa,On-Time,Basic,No,0,65,1430,No,3
3036,6,9,5.92,9,Laptop,Comedy,Asia,On-Time,Basic,No,7,58,3521,Yes,1
3037,27,7,3.9,9,Mobile,Sci-fi,North America,On-Time,Basic,No,9,38,3568,Yes,5
3038,36,5,2.73,3,Tablet,Comedy,Asia,On-Time,Basic,No,3,25,9492,Yes,3
3039,7,9,5.96,10,Smart TV,Action,Europe,On-Time,Basic,No,9,36,8163,Yes,2
3040,13,3,2.73,5,Smart TV,Comedy,Africa,On-Time,Standard,No,1,34,3237,Yes,1
3041,6,9,4.83,10,Mobile,Comedy,North America,On-Time,Basic,No,3,36,2842,No,4
3042,50,1,5.12,1,Laptop,Drama,North America,On-Time,Basic,No,1,36,1169,Yes,2
3043,3,9,2.38,7,Laptop,Comedy,Africa,On-Time,Basic,No,9,21,8122,Yes,3
3044,14,10,4.06,8,Laptop,Comedy,Asia,On-Time,Basic,No,0,21,4074,Yes,5
3045,33,8,1.27,10,Smart TV,Drama,Oceania,On-Time,Basic,No,6,27,8862,Yes,3
3046,10,2,3.26,6,Mobile,Sci-fi,Asia,On-Time,Premium,No,6,66,6386,Yes,5
3047,59,8,3.24,10,Smart TV,Action,North America,On-Time,Premium,No,4,20,5959,Yes,3
3048,22,8,5.98,7,Smart TV,Comedy,Asia,On-Time,Basic,No,8,36,4475,Yes,5
3049,54,9,5.89,9,Tablet,Drama,Oceania,Delayed,Basic,No,9,34,1958,Yes,5
3050,60,1,1.71,1,Smart TV,Action,Oceania,On-Time,Standard,No,3,69,2997,No,2
3051,6,9,4.05,9,Tablet,Romance,Europe,On-Time,Premium,No,10,24,9355,No,5
3052,14,7,4.21,10,Tablet,Action,Africa,Delayed,Basic,Yes,8,39,4454,Yes,5
3053,49,7,3.52,9,Smart TV,Sci-fi,Africa,On-Time,Basic,No,9,22,9913,No,2
3054,22,8,4.83,9,Laptop,Romance,Europe,On-Time,Basic,No,5,29,3569,No,5
3055,19,3,4.87,2,Tablet,Action,Oceania,On-Time,Standard,No,7,65,7337,Yes,5
3056,26,10,1.03,7,Smart TV,Action,South America,On-Time,Basic,No,4,35,2888,No,4
3057,8,1,4.62,6,Smart TV,Sci-fi,South America,On-Time,Basic,Yes,10,46,5498,No,2
3058,43,1,5.26,1,Tablet,Romance,Europe,On-Time,Standard,No,5,51,2153,No,1
3059,28,9,3.52,10,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,0,57,1574,Yes,2
3060,22,8,5.01,8,Tablet,Sci-fi,Oceania,On-Time,Basic,No,0,27,3887,No,1
3061,44,8,1.23,9,Mobile,Action,Oceania,On-Time,Premium,No,5,48,5442,No,1
3062,22,8,3.98,7,Smart TV,Sci-fi,Europe,On-Time,Basic,No,1,37,5078,No,5
3063,55,5,4.33,2,Laptop,Drama,Oceania,On-Time,Premium,No,3,62,8471,Yes,3
3064,59,10,2.95,10,Tablet,Comedy,South America,On-Time,Basic,No,2,40,3948,Yes,1
3065,54,6,4.51,6,Laptop,Comedy,Asia,Delayed,Basic,No,1,62,8722,Yes,2
3066,9,8,2.82,7,Smart TV,Action,Europe,On-Time,Premium,No,3,49,1756,Yes,2
3067,31,7,4.5,10,Mobile,Comedy,Asia,On-Time,Premium,No,6,67,1306,Yes,3
3068,17,9,4.05,7,Tablet,Drama,Oceania,On-Time,Premium,No,1,44,9050,Yes,3
3069,40,10,1.12,7,Smart TV,Comedy,Europe,On-Time,Standard,No,0,44,3448,No,3
3070,9,9,3.33,9,Mobile,Comedy,Asia,On-Time,Premium,No,3,68,4728,Yes,2
3071,48,7,1.58,10,Smart TV,Comedy,Oceania,On-Time,Premium,No,6,59,8414,No,1
3072,8,4,5.02,4,Mobile,Action,Africa,On-Time,Basic,No,4,65,4783,Yes,3
3073,1,7,3.84,7,Laptop,Action,Asia,On-Time,Basic,No,2,40,9004,No,4
3074,54,10,4.36,10,Mobile,Romance,Africa,On-Time,Basic,No,3,43,3468,Yes,1
3075,41,1,5.4,1,Mobile,Drama,South America,On-Time,Premium,No,7,70,3155,Yes,2
3076,3,8,1.69,10,Mobile,Drama,Europe,On-Time,Premium,No,6,56,3373,No,5
3077,8,3,4.57,5,Mobile,Sci-fi,Asia,On-Time,Basic,No,2,70,8325,Yes,2
3078,26,1,3.11,6,Smart TV,Drama,Europe,On-Time,Basic,No,9,57,7294,No,3
3079,47,8,2.16,10,Smart TV,Sci-fi,Europe,On-Time,Basic,No,9,52,2069,Yes,3
3080,45,7,2.83,8,Tablet,Drama,Oceania,On-Time,Basic,No,6,51,2703,No,3
3081,55,9,4.42,8,Tablet,Sci-fi,Africa,On-Time,Premium,No,8,61,2131,Yes,3
3082,9,2,5.59,1,Laptop,Action,Europe,On-Time,Basic,No,4,41,4357,Yes,2
3083,50,10,2.53,7,Laptop,Romance,Europe,On-Time,Standard,No,1,64,3483,Yes,4
3084,54,2,5.51,2,Smart TV,Romance,Europe,On-Time,Basic,No,0,69,2191,Yes,3
3085,44,8,4.74,9,Smart TV,Action,Europe,On-Time,Basic,No,0,21,3872,Yes,4
3086,45,10,5.67,9,Smart TV,Drama,Africa,On-Time,Basic,No,5,68,3878,Yes,3
3087,39,8,3.63,8,Mobile,Action,Oceania,Delayed,Basic,No,9,19,8264,Yes,2
3088,12,6,1.88,1,Tablet,Comedy,Africa,On-Time,Standard,No,4,23,4742,Yes,2
3089,19,7,3.16,8,Tablet,Comedy,Africa,Delayed,Premium,Yes,10,44,2679,Yes,5
3090,10,7,3.01,10,Mobile,Drama,Africa,On-Time,Basic,No,3,23,2570,No,1
3091,1,9,3.42,7,Laptop,Romance,Africa,On-Time,Basic,No,0,24,3046,Yes,3
3092,2,9,5.42,7,Mobile,Comedy,Africa,On-Time,Basic,No,1,48,4028,Yes,3
3093,27,9,2.77,9,Smart TV,Comedy,Asia,On-Time,Standard,No,4,39,6941,No,2
3094,12,8,4.49,9,Smart TV,Comedy,North America,Delayed,Standard,Yes,7,66,3966,No,2
3095,43,10,4.46,9,Smart TV,Action,Asia,Delayed,Basic,No,9,50,6959,Yes,3
3096,8,9,5.35,9,Mobile,Comedy,Oceania,On-Time,Basic,No,7,56,8843,No,4
3097,9,8,4.86,10,Tablet,Sci-fi,Oceania,On-Time,Basic,No,6,31,2652,Yes,4
3098,14,10,3.03,10,Laptop,Romance,South America,Delayed,Basic,Yes,10,28,3207,Yes,3
3099,42,8,3.96,9,Laptop,Comedy,Oceania,Delayed,Standard,No,4,35,4118,Yes,4
3100,15,7,5.55,10,Mobile,Romance,Africa,On-Time,Basic,No,6,36,3330,Yes,4
3101,36,9,1.4,7,Tablet,Action,Europe,On-Time,Standard,No,8,58,4031,Yes,3
3102,31,7,2.6,8,Laptop,Sci-fi,Africa,On-Time,Premium,No,1,70,3749,Yes,2
3103,5,7,5.44,7,Mobile,Comedy,Oceania,Delayed,Basic,Yes,9,38,4075,No,1
3104,2,7,4.12,9,Smart TV,Romance,Africa,On-Time,Premium,No,0,22,3656,Yes,3
3105,39,7,2.54,9,Laptop,Drama,North America,Delayed,Basic,No,0,70,7626,Yes,4
3106,39,3,4.1,1,Laptop,Comedy,South America,On-Time,Premium,No,5,58,3546,No,5
3107,15,7,5.83,10,Tablet,Romance,Oceania,On-Time,Basic,No,2,69,6691,No,1
3108,54,10,1.21,8,Smart TV,Sci-fi,Europe,On-Time,Premium,No,2,40,1928,Yes,3
3109,7,10,5.27,8,Smart TV,Drama,Asia,Delayed,Premium,Yes,5,30,4675,No,2
3110,33,3,1.64,4,Tablet,Drama,Oceania,On-Time,Premium,No,3,36,6450,Yes,2
3111,41,8,1.25,7,Tablet,Drama,Oceania,On-Time,Standard,No,10,28,4290,Yes,3
3112,49,6,3.86,1,Smart TV,Action,Asia,On-Time,Standard,No,8,25,4734,No,1
3113,58,9,1.07,7,Laptop,Romance,Oceania,On-Time,Basic,No,10,63,1709,No,5
3114,51,9,3.41,7,Mobile,Sci-fi,Asia,On-Time,Basic,No,6,43,6245,No,2
3115,57,7,2.18,8,Mobile,Action,Asia,On-Time,Basic,No,5,57,7944,Yes,3
3116,51,8,1.27,10,Smart TV,Romance,North America,On-Time,Basic,No,3,42,2930,No,1
3117,41,7,1.04,10,Smart TV,Romance,South America,On-Time,Premium,No,2,47,4093,Yes,3
3118,39,4,1.85,3,Smart TV,Romance,Europe,Delayed,Basic,No,9,31,5224,Yes,3
3119,16,7,3.51,8,Laptop,Sci-fi,Oceania,On-Time,Basic,No,3,49,8843,Yes,4
3120,31,10,4.49,7,Mobile,Action,Asia,Delayed,Basic,No,4,41,4822,Yes,1
3121,27,9,5.06,9,Tablet,Sci-fi,Africa,On-Time,Basic,No,5,67,1211,No,3
3122,3,10,1.81,8,Smart TV,Comedy,Europe,On-Time,Standard,No,4,55,2881,No,4
3123,50,7,5,8,Laptop,Comedy,Europe,On-Time,Basic,No,3,45,9178,No,5
3124,11,8,2.07,8,Tablet,Comedy,Asia,On-Time,Standard,No,7,22,9664,No,5
3125,19,10,5.54,7,Smart TV,Action,Africa,Delayed,Standard,Yes,10,20,8242,Yes,2
3126,52,9,2.49,9,Laptop,Comedy,South America,On-Time,Premium,No,7,32,4808,Yes,1
3127,59,8,1.06,8,Smart TV,Action,Oceania,On-Time,Standard,No,9,42,2235,Yes,3
3128,47,8,5.57,9,Tablet,Drama,Europe,Delayed,Premium,No,4,49,9114,No,4
3129,24,6,5.92,5,Tablet,Action,South America,On-Time,Standard,No,8,19,5530,Yes,3
3130,5,3,4.13,3,Mobile,Comedy,Asia,On-Time,Premium,No,7,57,1408,No,5
